,text,bot_or_human
2674,Police are investigating a triple shooting that left one person dead Monday night in Southeast D.C.  https://t.co/eKQA0nXKcX,human
2675,"Mom &amp; Dad date night at #GoldenHeartAwards.
Magical evening celebrating all the amazing work @godslovenyc does- delivering over 30 million medically tailored meals since 1985.
Incredibly honored to sit on the Board of Directors. https://t.co/0d4M61bbZq",human
2676,That Sam Smith and Kim Petras song is all I want to hear right now. On repeat. All day.,human
2677,"'He tried to strangle her....he hit her about 15 times. She couldn't eat for weeks', Keith, the partner of one of the victims of Slawomir Gierlowski, speaks out for the first time. #liveline @joeliveline",human
2678,"Lionel Richie, Katy Perry and more pay tribute to American Idols Willie Spence: Your light will always shine in this world https://t.co/caTawvxmlI",human
2679,Back to work for the first time in 10 days. What fun!,human
2680,Firefighters knock down fire at metal plating facility in Sun Valley  https://t.co/VLu23Aq30w,human
2681,We are ready for @JoshAllenQB vs @PatrickMahomes !  And finally get to watch the game in #hoboken!  #GoBills #billsmafia @BuffaloBills #letsgobuffalo #BrownieTheShorkie https://t.co/zJFmb7VmeN https://t.co/Sc1UPsVFPb,human
2682,"Fire crews evacuated neighbouring buildings after the huge blaze broke out last night

https://t.co/N3nvYE54Xz",human
2683,secret party en https://t.co/x0EBzJ7tGA,human
2684,Great to be back in Rocky Top.What a game!! https://t.co/yHSvb1ZNYq,human
2685,Europa league about to be lit.,human
2686,I will continue to write for the people who are seeking truth. We must look at all the verifiable facts. Please follow me to read the full article https://t.co/ng2gu0Cdd5. https://t.co/EVy19iwWW5,human
2687,This Cubs fan loves Matt Olson.,human
2688,"GAMEDAY!!!!

#owuvb travels to Wooster for a conference match up today! Lets go Bishops!! #jagcup #jagontracc #gobishops #gameday #bebold #befearless #breathebelievebattle https://t.co/b4Pt5dqPwI",human
2689,40 years old and I can finally say I know how to play chess; through the tutelage of my 8 year old nephew.,human
2690,NBA is back. Time to hoop. Lets go @HoustonRockets ,human
2691,"Battle of the foreheads:
Angela Belcamino vs. Olivia Wilde https://t.co/S7wA5wscxD",human
2692,1 big thing: Biden's stock shock https://t.co/4wb5un7KuU https://t.co/8k8peMgl08,human
2693,"The Nakia Creek fire in Washington state near the Oregon border was raging Sunday night, prompting evacuation orders for thousands of homes amid record-breaking heat. https://t.co/vkM5Z8iTJm",human
2694,Me when someone actually accepts my fantasy football trade. https://t.co/Jzn5j7wV4Y,human
2695,"As opposed to ""the ghost who calls for an Uber"".... 

https://t.co/H1Gzi5zA8n",human
2696,Just posted a photo https://t.co/VC1D0BK5vo,human
2697,Seriously what the actual fuck. Figure it out. Shits and giggles are over. #AlwaysLA,human
2698,"A day of no meetings is peaceful.

Warm fall day means I get to write on the porch.  Being outside is clearing my head to focus and get centered. 

I need this.",human
2699,"Domestic violence happens every day in our county. 
 Call/text 911 for emergencies
 Call the 24-hour domestic violence hotline for help703-360-7273. https://t.co/7Wb5jvMlfL https://t.co/Sx3w0VbhHL",human
2700,"Half empty or half full? https://t.co/1NpqaYayJt #cartoons #comics @Hilary_Price
@ComicsKingdom https://t.co/kAESYtvIvr",human
2701,"Womens lives are increasingly being threatened with knives, swords and guns victims advocate https://t.co/4wS6BobWGL via @Independent_ie @odvss #domesticviolence",human
2702,"My views about Current Situation of KP. Is Manzoor Pashteen a new Hope of Pakhtoons? #wewantpeace
Click on the link for full video:https://t.co/EV7YWOvatT",human
2703,A saga in four screenshots https://t.co/upcJglqU6p,human
2704,Love this clip. #willandgrace #karenwalker #wisdom https://t.co/YMGuDF59v5,human
2705,"Rajagopal Reddys Rs 18,000 cr contract becomes election pitch for TRS &amp; Congress. @Paul_Oommen writes

https://t.co/zJwHdXckAW",human
2706,.@Anthropologie I just got my package and my item is broken!  https://t.co/YxkqMOMgah,human
2707,"deeply honored to be inducted into the Martin Luther King, Jr. Board of Sponsors today.

There arent really any words right now. Just deep humility and gratitude. I know Mama and Grandma are up there having a ball with this. https://t.co/7UtwHDMlJc",human
2708,"A beautiful day to kick off the #BrooksMedIcineHat campaign with @gwendoline_dirk 

Gwendoline hears from her neighbours about health care, jobs and affordability because she actually lives in southeast AB. 

By contrast, Danielle Smith is a tourist. #ableg https://t.co/m8GfGzc13E",human
2709,Daniel Garcia with absolutely dead fish eyes. #AEWDYNAMITE,human
2710,Almost time to spark this Yankees pack,human
2711,"Wow@TMobilePark looks so beautiful in October. 

LETS GO @Mariners!!!!!!!!!!!!",human
2712,Cosplay involuntario. https://t.co/KIbTPUgIOB,human
2713,Everyone thinks they know everything but nobody knows anything. Just keep pushing.  #ProTip #GaPol,human
2714,"How many ways can someone destroy democracy?

Watch out for the Independent Legislature Theory
https://t.co/ef5188cXxq",human
2715,"HELP SUPPORT MISS AMERICA SCHOLARSHIPS

As a 501(c)4 nonprofit under IRS regulations, all donations are not tax-deductible.

 https://t.co/I5fkbHvx1K ",human
2716,I might tell you a joke but Ill never tell you a lie .,human
2717,Has Joe Biden cured cancer yet?,human
2718,"If you don't leave your past in the past, it will destroy your future. Live for what today has to offer not for what yesterday has taken away. #TrueTalk #HaveFaith #ThankGod #MakeTodayGreat  https://t.co/vKrMkfMytl",human
2719,"Some thoughts on the ways in which political betting markets are smart and dumb. In the weeds but some of you will like this column, I think. https://t.co/wT9z1zZONz",human
2720,REVEALED: Nearly 8% of people living in San Francisco and Seattle plan to MOVE - the highest number of any other city in the US - as remote workers flee to the suburbs and Dem-led cities deal with skyrocketing crime and homelessness https://t.co/kopCcGa4zY,human
2721,"Cedar Falls, IA is the first show of the #JoyOfChristmasTour to SELL OUT! Others are sure to follow so get your tickets at https://t.co/rDTcdFxI3R. Thanks Cedar Falls! I cant wait to bring this show to you! Its fun for the whole family and sure to put you in the holiday spirit! https://t.co/iWFTV7TiWi",human
2722,RIP Hagrid https://t.co/M1O2i1ejbR,human
2723,"Liz Truss is not in control.
The Fishy Rishi wets are in control. 
The blob and globalists are in control.
The MSM is in control. 
This was always consequence of deposing a democratically elected and widely popular PM in Boris - because the Westminster elite demanded it.
Chilling",human
2724,"It was great speaking with Imani and Austin, two outstanding @UrbanAlliance Obama Youth Jobs Corps students. Theyre proof that when we connect young people with training and meaningful work experience, it benefits our communities and the world. https://t.co/6hXjZNsSXx",human
2725,"This was always how society was going end.  

https://t.co/hHyIqXtJd0",human
2726,Every guy since the beginning of time #omfgitsrama https://t.co/32tGv0yZuk,human
2727,.@AustralianIdol brought me to Alice Springs in Australia! My job is sick. So grateful  https://t.co/ZFZthlIZY1,human
2728,St Louis! I'll be doing a Q &amp; A and signing books TONIGHT Oct 13 at the Richmond Heights library -- hope to see you there! https://t.co/kUMnD7smm2,human
2729,Someone may not have the best intentions for you at this time.... More for Sagittarius https://t.co/Q75nEXpVsH,human
2730,Now I gotta deal with Tommy and Anal  what is my life #TheChallenge38,human
2731,When someone parks in your unassigned parking spot at work  lol,human
2732,people are trippin BALLS reselling escape tickets for $500 each,human
2733,Happy anniversary to the love of my life. You have made my life better in every way and Id do it all over again for you! Heres to another 23 years of happiness together. I love you! https://t.co/Q2RWWWOC9u,human
2734,Among the complaints: He would enter the womens dressing room where minors would change. https://t.co/tiIQjwxdd6,human
2735,My memory of memory in a fragrance https://t.co/8xXcXLAClG,human
2736,"Stroke victim Fetterman: ""Dr Oz likes to make fun of me that I might miss a word. But y'know, he's, missed, y'know, two words, and that is a yes or no on the national abortion, uh, ban! if you're going to be our next Senator, you have to give the answer.""

https://t.co/Le7xaTDCgZ",human
2737,Do you ever come across somebody who works in a public service and because they have a badge acts like Hitler?,human
2738,"RIP #AngelaLansbury 
These characters were how I was introduced to her. https://t.co/lt4qD9LmjL",human
2739,"New podcast episode!

Dr. Douglas Fraser with @lawsonresearch talks with me about long COVID and how biomarkers they've found could lead to new treatments.

@ClassicRock981 
@londonnewstoday 
#ldnont

Brought to you by @lexusoflondon.

https://t.co/LORoGi1QWX",human
2740,"Plenty more red today in gasoline markets. More relief coming in the form of falling #gasprices in a wider section of the country. Could we see our first state under $3/gal average? We got close last time, we may see it this time around, perhaps MS, TX, GA!",human
2741,"After a three-year delay, Hong Kongs acclaimed dim sum restaurant Tim Ho Wan is ready to open this fall with its crowd-favorite barbecue pork buns and more. https://t.co/LQtajKO5cM",human
2742,If I were to ask you to pick just one company that excels at customer service and one company that is pretty terrible at it what would you say?,human
2743,"Student Loan Debt Forgiveness Portal Launches Beta, Taking Applications https://t.co/7dmX2pqcTn",human
2744,"I'll be at Cameron University this afternoon, come visit!
@CUAggies
https://t.co/KOl6tqTzLQ",human
2745,lrt that might also be true for the plant based protestors dumping milk as well. always check the source of the people doing the protest.,human
2746,"Good grief @trussliz a Prime Minister who is polling lower than Jimmy Saville doesn't have a mandate from anybody. Please, for the good of the country, GO!

#TrussOut #GeneralElectionNow",human
2747,Something Ive learn a bit late is I mis  understood the saying time heals all wounds.. its not time that heals the wounds. Its the effort and hard work you put in overtime that heals the wounds.,human
2748,"Wow! Is Elena really leaving? I was just hoping that she was just going down to Miami, hang out with Lola, and the two would go club hopping in South Beach to get her mind off of Nate. Never did I imagine Baltimore. #YR",human
2749,Greetings from the Cupola https://t.co/0rC5hGk4XC via @NASA https://t.co/TBO6ghtvT0,human
2750,An abundance of errands could be on the agenda for you now. A ... More for Scorpio https://t.co/6sUf7x8SeZ,human
2751,I hate that this is a part of life you cant control,human
2752,Still live https://t.co/hFFLpijINi,human
2753,#NewProfilePic. BacchusRoman god of wine. https://t.co/crCcQF4kgw,human
2754,Congratulations to Isabella Evans and Mason Walker from Belton High School for earning National Merit Commended Student recognition! #Proud2BPirates #BSDAchieves https://t.co/jJcGFDwTbS,human
2755,"BOOM! Comics Power Rangers is so damn awesome. I recommend it. Now, it's sad that our beloved original Red Ranger, Jason has been retired. #PowerRangers
#BoomComics #RedRanger

https://t.co/mGz6oqhoDs",human
2756,"Too tight? Of #corset is! 
Use promo code DITA for 20% off https://t.co/0O8UjMOBFb directly to your door in the 
https://t.co/qdVH1xtH9N  https://t.co/O8iUFJvtx9",human
2757,The Great Al Davis said it Best: the opposing QB Must go down &amp; he Must Go Down Hard!! #QBKILLA this is a Penalty not what we watching NOW!! #FixIt #SetEmDownEasy https://t.co/QXOFIErqy6,human
2758,reply here and well name a sauce after you,human
2759,"Did you know that the World 1st #NeuroChip was invented in 2010 by Pakistani-born Canadian scientistNaweed Syed, @UCalgary 

&amp; https://t.co/zj4JhxrrFN domain url, EST since 1999! 

@CalgaryAI @HotchkissBrain @UCalgaryMed @ddyedlin @WilliamGhali @jonnycornish @aidanhollis https://t.co/vokLhy7Kj3",human
2760,"#Xclusiv... 'KANTARA' *HINDI* RUN TIME... #Kantara *#Hindi version* certified 'UA' by #CBFC on 11 Oct 2022. Duration: 149.58 min:sec [2 hours, 29 min, 58 sec]. #India
 Theatrical release date: 14 Oct 2022. https://t.co/spwmTzqUvB",human
2761,i was wondering why im not sleepy @ damn near 2am &amp; its bc i slept all fucking day lol,human
2762,San Diego Is Now The Greenest City In America https://t.co/7Rvwwk6eI7,human
2763,"Next week, October 20th, my grandmother, Cora Lee Bentley Radcliffe is being inducted into the Connecticut Womens Hall of Fame for her contribution in sports. She was astounding. If you want tix to come, the deadline is tomorrow. It would be my great honor to see you! @CTWomen https://t.co/EnUANrLLH7",human
2764,The magnificent Tripurantak Vadha sculpture at #ShriMahakalLok. Every sculpture has an information board with a QR code that you can scan to get detailed information on the story behind the sculpture. Great way to get children interested in our scriptures.@ChouhanShivraj https://t.co/Am0fbOKkgG,human
2765,"The One That Got Away tambm reentrou no top200 do Spotify UK.  

#199. Katy Perry  The One That Got Away 55,402 reprodues. https://t.co/zxxZ53ZM1F",human
2766,Your heart knows the way run in that direction  Rumi https://t.co/1pmfcH2sUp,human
2767,"Fantastic! #truthmatters 

Alex Jones must pay Sandy Hook families nearly $1 billion for hoax claims, jury says - Reuters https://t.co/2fbziwJUu1",human
2768,Idk if I hate my job or just people but damn this week has been ass,human
2769,4 of 5 stars to Call Me Maybe by Cara Bastone https://t.co/LwaqAI6xqf,human
2770,"Between royal funeral and coronation, my cousin Peter Snow and wife Ann MacMillan publish a new book. Kings &amp; Queens: The Real Lives of the English Monarchs. Out today, October 13th. Hurry while stocks last! https://t.co/kjmiplGric",human
2771,Sitting here on vacation educating myself on appeasement. https://t.co/oqQc2Fj54L,human
2772,"Revealing also found a home this past weekend. Revealing II is awaiting a home - learn more: https://t.co/o0iYkkxhmm

#mostalluringelements #heart #sculpture #art #ig #love #beautiful #glasstile #handmade #uniquegift https://t.co/ElsxqFeqaA",human
2773,"- Looking forward to it...
#ASports #ARYZAP #Cricket #Pakistan https://t.co/8lim9aSVg5",human
2774,Just posted a photo https://t.co/aWKGZy3no3,human
2775,Im so tired of ppl saying one thing and then they go do what they said they werent,human
2776,With giving birth comes many medical risks and you really need to listen to your body. Know when to call your doctor or go to the ER because it can save your life. #BlackWomen have a higher risk so know the signs #postpartum #preclampsia #knowledgeispower #healing https://t.co/lYqrXxD4Cj,human
2777,Happy Hump Day from me and my girl Lesley. https://t.co/PKqYqnGsBt,human
2778,"Royal Bank of Canada has been pretending to care about the climate crisis while funding fossil fuel expansion--and now they're under investigation!
(Citi, Chase, Wells-Fargo and BofA are no different)
https://t.co/JxCr7nfFRl",human
2779,".@AtlBotanical with origami-inspired metal sculptures through October 16.
#AdventuresinGA #AtlantaBG #contemporarysculpture #origamisculpture #origamiinthegarden #sculpture
https://t.co/Eny8nWsLvR https://t.co/TSgpQJJ0Ko",human
2780,People may challenge you when they see how you've recently cha... More for Taurus https://t.co/FmopcYnGvE,human
2781,"Two deans? Twice the fun. 

Last night, Harvard College's Dean Rakesh Khurana and our own Dean Bridget Long discussed the power of educators. From making an impact in the classroom to creating more equitable policies and programs, there's a limitless range of ed. opportunities. https://t.co/utR2FgboC3",human
2782,"Will the Pacers be bad enough to tank for Victor Wembanyama? Like so many Pacers questions in recent years, this one will be answered by Myles Turner:
https://t.co/k6O0l4t58C",human
2783,"Reading this, I realized how much poorer we have been without the inimitable voice of @lpolgreen. So glad that she is back, reporting from faraway lands and helping us make sense of them.  https://t.co/KfyZ82LPE6",human
2784,'I'm going to punch him out' - Nanci Pelosi on Trump in newly released Capitol riot footage https://t.co/x2isMnFleS #TrumpIsGoingToJail #PelosiIsAHero #PelosiIsABadAss,human
2785,"Tonight's Weird Wednesday sees Denzel and Lithgow face-off in one of the wildest, nastiest cop thrillers of the 90s: RICOCHET. Don't miss this archival 35mm print in its proper aspect ratio. https://t.co/4QA9IXes2v https://t.co/Ox3EatWou9",human
2786,RIP to this incredible legend. Was blessed to see her live at the #BeautyandtheBeast screening in 2016 at @LincolnCenter.  #AngelaLansbury forever in our hearts. https://t.co/xX5SarqFGw,human
2787,I just realized I have officially been working at the public defenders office for 2 years. It didnt even cross my mind yesterday. Alot has happened in 2 years and I feel like I cried the entire time lol.,human
2788,"For decades, Social Security has been helping older Americans make ends meet, and the latest COLA increase will ease the sting of inflation. 

https://t.co/ubbFRe6Lg0",human
2789,"Feels good as I present to you my friend  Boman Irani as Javed Siddiqui in #SoorajBarjatyas #Uunchai.
Cant wait to see @bomanirani in this film. 
Relive and celebrate the beauty of friendship with @rajshri and @uunchaithemovie on 11.11.22. #Rajshri https://t.co/s0mFtbFGAW",human
2790,Disputed history https://t.co/jjm5cQnARs,human
2791,Yay!  I can finally follow back.  Lots of vetting to do.  Have a good day! https://t.co/Biso4Pw743,human
2792,PA Democratic Senate candidate John Fetterman does first face-to-face interview since stroke. Requires computer screen to read questions. Refuses to provide medical records or make doctors available for interview. From @NBCNews: https://t.co/Vc49vXMMNb,human
2793,"Vox Satanae  Episode #554: 14th-20th Centuries  Week of October 17, 2022 https://t.co/QrS4j5Tz0s",human
2794,After so much rain my yard is full of these mushrooms. What kind is it? Anyone know? Probably poison. https://t.co/l10H1D5T5I,human
2795,"The new episode of No Fun: the Jen Kirkman Podcast is here! Season 10 Episode 23 ""YMCA"" - find it on any podcast app or Patreon. This week I'm talking Trump DJ'ing, the history of 2 Buck Chuck &amp; more! https://t.co/05qNbKcd91 https://t.co/Gt0R3g7slp",human
2796,"You ever hop up out the bed and forget to turn your swag on?

Yea me either",human
2797,Australia &amp; New Zealand! Michael is back with a brand-new show - Jet-lagged &amp; Jolly! Sign up now for access to the presale starting Wednesday: https://t.co/REo0rAJZOu https://t.co/ijsGNGLkit,human
2798,why the fuck am I so unbelievably tired this morning,human
2799,oh no that House of the Dragon baseball playoffs tie-in.,human
2800,"While at @gmrencen, i notice this @Cadillac Escalade, and the color reminds me of the caddy in @ChuckBerrys Nadine #coffeecoloredcadillac https://t.co/oLk4PvLHJx",human
2801,"Still the master @StephenMyler 

United Rugby Championship: Ospreys 16-16 Stormers https://t.co/68mEYfQjps",human
2802,O.T.D. faculty member earns Driver Rehabilitation Professional Microcredential https://t.co/SHLkh5lhnp via @DesMoinesUniv https://t.co/4PyMDg6lV4,human
2803,That Jungkook birthday video just makes me want to play with his hair. It looks so soft and fluffy,human
2804,"Happy Prime Day!
Click link in my bio on my sociatap for my Like To Know It or my Amazon favorites page to see all the goodies I have in store for you! I finally found love after all these years and wanna teach you my secrets of how I manifested it in a very short period of time. https://t.co/9T14TIn3EL",human
2805,My Stomach Fucked Up Im So Over This Period Shit,human
2806,"Im gonna be reading The Silmarillion again soon, it seems.",human
2807,"With @GtownBaseball HOF Steve Iannini! 

#hoyasaxa #hoyaalumni #hoyabaseball #collegebaseball @GUCoachT #SteveIannini https://t.co/OvGMzwHgmF",human
2808,"MOTHERFUCKER. Wordle is a tricky bitch sometimes 

Wordle 483 X/6






",human
2809,ICE ON MY WRIST,human
2810,Playing @paramore before @findingfletcher comes on stage? Have I died and gone to heaven?,human
2811,Only thing bottoming is the Vix. $VIX $SPY $QQQ,human
2812,"The drones Russia just sent to terrorize Kiev were made in Iran. This makes sense. Dirtbag regimes stick together. Putin and Khamenei are not just the enemies of their own people, they are the enemies of the free world.",human
2813,Happy birthday dear @anirudhofficial  Wishing you the best!,human
2814,"Going through the old tweets of many of today's ""liberal-seculars"" I seriously wander why on earth were they so full of rage and hate for Congress back then? Every aspect of the nation was 10 times better compared to today. Why the hell were they so frustrated?",human
2815,"Running from the past

Trapped in a frame of time",human
2816,North Carolina judge sends prospective juror to jail for refusing to wear mask in mask-optional courthouse | Fox News https://t.co/YTLl9Puou2,human
2817,"Growing up in Las Vegas, I remember hearing @KurtBusch name &amp; seeing highlights of him racing on the news. Such an honor to cover him as a reporter all these years. Such a talent.Champ. #VegasProud https://t.co/YOdNVmCctR",human
2818,I voted EARLY in Virginia... Please do the same and Vote Blue for all womankind You no matter what they say. She's done a great job and you all know it...  #voted #ElaineLuriaForVirginia #votedearlyvirginia https://t.co/zC89iAJZcF,human
2819,Resolute Mining inks deal for up to 80% of African Gold project in Mali https://t.co/OnSnrYoeXX,human
2820,Always remember things can go wrongin taking risks,human
2821,I hired someone to edit and make videos MOTIVATIONAL (using @fiverr) https://t.co/QUm1TUShf2,human
2822,I love calisthenic workouts as well ,human
2823,Just completed my first class of Graduate School,human
2824,STROS WIN,human
2825,Burnt Orange for Fall @laurenralphlauren  https://t.co/CxDvgonpgw,human
2826,Loving our Emergency Nurses Day gifts  #EmergencyNursesDay  https://t.co/zpIgcKV8Z8,human
2827,"Name a cuter neighborhood than #ClevelandPark.

What do you think Ike should be for Halloween this year? Past costumes: Flamingo, Taco, Yoda, Pilot, Shark https://t.co/JgNzTk7kpk",human
2828,Stop coming to LA broke,human
2829,The Gublerween Halloween Special 2022 https://t.co/OqYHCxGbuv,human
2830,Guest hosting on @sternshow Storytellers today with the one and only @RahsaanSalaam. I get to argue about #beyonce and #cher with him for an hour. What a treat. https://t.co/iWlfIthamc,human
2831,"Maaaan listen, dont miss this next ep! Raq got that look in her eyes
#RaisingKanan
#GLG
#TheGoldInTheEra https://t.co/L1wjb73zsE https://t.co/CjWedzJzoQ",human
2832,"Totally inspiring convo @umich with @dr_ruby_tea @sestrongman @PurkissA &amp; Lisa Harris thinking in public, out loud and w/o a net! High Stakes Culture: How Do We Understand Abortion, Control, and Reproductive Justice? @UMichHumanities https://t.co/3Ia86LpCxR",human
2833,Heres the fifth instalment of the @barnbrook series of short films regarding the @iompostoffice @IOMstampscoins David Bowie: Actor stamp collection. In this episode Jonathan explains how he finds joy in restrictions. View the whole set of stamps here: https://t.co/l21CHg7LCL https://t.co/vbhoZ3heU5,human
2834,Nobody can truly make you happy like you can .,human
2835,"If you havent already tried it, I would highly recommend getting some food from #Itsu The food is amazing and healthy aswell. Beats a Big Mac any day!",human
2836,"Wow, I'm in good company 

Credit to @AkivaGoldsman for the prequel/sequel idea that made PA2 awesome. That dude is a stone-cold genius. (He also made the stellar Star Trek: Picard, also on this list.)

https://t.co/W8GwNncun3",human
2837,Im starting a church https://t.co/pjTfYoRM5S,human
2838,"A couple big oncology news items today:

1. BeiGene Brukinsa beats Imbruvica head-to-head on PFS in CLL.

2. Merck opt-in on Moderna's personalized cancer vaccines.",human
2839,"Pay attention to those that you pay attention to. 

#wednesdaythought #truth https://t.co/O3jewNrodN",human
2840,"Official statistics released in Spain show that foreigners account for over 52 per cent of rape convictions despite representing just over 11 per cent of the population.

https://t.co/ZOR23ZVK3j",human
2841,Had a brief but fun #OHC2022 experience! https://t.co/jNBJShupjp https://t.co/sK8Jla2NeR,human
2842,"Blessed...
My life defies explanation
Is never conventional
There are no ""normal"" days
I wouldn't have it any other way",human
2843,"Important victory and positive energy! More united than ever!  @SevillaFC 

#vamosmisevilla #sevillafc
#laliga #rakitic #RDCMallorcaSevillaFC https://t.co/DO4tjH1ciy",human
2844,my motomami outfit just came in and bitchtheyre not ready https://t.co/5Z3gYvcz8d,human
2845,Just published: TNF+NHL https://t.co/cwPicIDkfX,human
2846,"Lord Jesus,
bind me to You and to my neighbor with love.
May my heart not be turned away from You.
May my soul not be deceived
nor my talent or mind enticed by allurements of error,
so that I may never distance myself from Your love. 1/",human
2847,PHILLY! Whats Up  #MyPLMorning @alanshearer @NBCSportsSoccer @BarclaysBankUS @PLinUSA https://t.co/pTnbo96ixU,human
2848,"How tf is Seattle running circles around us bro what is this team 

#GoKingsGo",human
2849,"#Chelsea could be the next team to get the All Or Nothing treatment with Amazon Prime bosses confident new American owner Todd Boehly will be interested, according to reports. (Sun) https://t.co/3E2LcxGFyc",human
2850,Certified Gamer Royalty  https://t.co/SuKP0paOcQ,human
2851,"Holiday Peanuts specials will not air on PBS this year, streaming exclusively on Apple TV+ alongside new festive originals https://t.co/zMmbe2aMJL via @bzamayo https://t.co/SHqNupeiRP",human
2852, @Plies Loading (VIDEO) https://t.co/8T21h7iS5y  https://t.co/pXpyZIgH90,human
2853,Florida job openings. https://t.co/JkJxF5Q8jQ,human
2854,Time for another thread of players who are doing good in their communities this seasonHere are our Week 5 #CommunityMVP runners-up: https://t.co/g9WBOPczVQ,human
2855,It has been a long while since I've been able to say that I am enjoying a San Diego Padres game. The Dodgers just now tied the game at 3 runs. . . .this back and forth in homeruns is getting interesting !,human
2856,"Priorities $30 million investment into digital-first outreach is designed to reach voters on the online platforms they use most. 

WATCH: @AneesaSM describe Priorities data-backed voter outreach strategy on @Newsy. https://t.co/iukVEe4iTk",human
2857,When you get a little bit of Yankees history with your spinal cord syndromes https://t.co/ydlAwpMarI,human
2858,A photo I took at the beach this week. Something about the beach in the Fall https://t.co/Ie1KdamL82,human
2859,"Tarde de punk rock 
 https://t.co/bG55i20lrj",human
2860,New Target Ad Stars Ironheart Ahead of Black Panther Sequel https://t.co/rEdLx1Bb2T,human
2861,Meet #Sarika as Mala Trivedi in #Uunchai. Catch the film on 11.11.22.#75YearsOfRajshri  #SoorajBarjatya @SrBachchan  @AnupamPKher | @bomanirani | @Neenagupta001 | @rajshri | @ParineetiChopra | #MahaveerJain  @natashamalpani | @boundlessmedia_ | @MahaveerJFilms | @uunchaithemovie https://t.co/c6mVcW6zmY,human
2862,you broke my heart Fredo!!!,human
2863,"Here's how it is: Ask most anyone who lives/works Downtown, and they'll tell you it was never better than 2019. Then a global pandemic hit. Most cities were hit harder than us, but we were hit. And having an idle/absentee mayor is the WORST thing that could've followed. 1/4",human
2864,LORE https://t.co/TcjxoV5JLF,human
2865,was this common knowledge??? https://t.co/jyKV1GyeE4,human
2866,6 people followed me // automatically checked by https://t.co/F4C9vP4vtq,human
2867,#trollers where are you all slowly vanishing please dont leave me ,human
2868,Promo for the voice ! https://t.co/GcC1FCMc5P,human
2869,First lead for the @NHLBlackhawks.,human
2870,"Hanging out at the Int'l Lineman's Rodeo today. #ibew53 @ Bonner Springs, Kansas https://t.co/zralvol7iM",human
2871,"New female grizzly cub, orphaned in Montana, arrives at Woodland Park Zoo https://t.co/qu2lhMWboz",human
2872,The Bucs just arent good.,human
2873,I like @NICKIMINAJ she isnt for the weak. Have actuals and factuals when conversing with her if not.. ya done!!!! Always a fan ,human
2874,I was completely floored to receive this painting of my good boy from @Chewy for my birthday. They probably have the best customer service in the world!  https://t.co/mbEJodADBU,human
2875,The Record Room: October '13 on Colin Meloy's Machine Shop https://t.co/V9jRDsOg5Y,human
2876,What is the opposite of Seize The Day cause thats my 22 vibe,human
2877,Happy bday  https://t.co/pOuXzA6lci,human
2878,Yall resellers are nuts $700 for blink 182.,human
2879,Wisconsin's biggest newspaper calls Ron Johnson the state's worst senator since disgraced conspiracy monger Joe McCarthy. https://t.co/PHCRGaA45f via @journalsentinel,human
2880,"But for as long as leaders have pursued this tactic, they have watched it repeatedly fail. https://t.co/M2b9SRXxzr",human
2881,Kicking it taco Tuesday!!!,human
2882,I continue to be impressed with the conversations on #ArchetypesWithMeghan.  I loved how Meghan owned that she had judged and envied #ParisHilton.  And how she apologized for it.  My biggest takeaway from these episodes is that we have to be careful about labeling others.,human
2883,"Yeah, this is definitely my kid. 6 weeks old already throwing side eyebrow cocked like the person in front of him in line just asked ""So what all comes with the combo?"" https://t.co/GhBahw2C7F",human
2884,This Power of The Rings finale better be crazy.,human
2885,"He just hit it to the #Cronezone! #Padres #CaptureTheMoment @Mudcat55 @DonOrsillo Yes, it travels to LA! https://t.co/Za5XydhoRB",human
2886,"I thought the desk was bigger

@PaulReiser, please tell me that was an improved line in the latest (or recent) Reboot. I laughed out loud.

Also, because hes old.",human
2887,#staracademy live now https://t.co/LZSxSQqDeZ,human
2888,IM SO SORRY @iamreneejai AND EVERYONE!!!! https://t.co/rcQAXFwCkj,human
2889,"We should be carrying adult diaper bags. Not bags full of adult diapers but bags full of every possible thing we might need - snacks, juice, a cup that doesnt spill, activity items ICO boredom, and a comfort item.",human
2890,The new Nvidia driver is nuts ,human
2891,"This week has been incredibly rough hence the lack of Insta updates.  I finally had to face the fact that I think Im going to have to close Philomenas Boutique in January unless a miracle occurs.  Its been brewing for a while, no one can survive making a loss almost every https://t.co/4AePk3vdK1",human
2892,"We have momentum &amp; are allied w/a national coalition working on the same  

Spread the word and get more of us involved in the fight for housing security! #strongertogether #solidarity

#housingcrisis #housingisahumanright #housingjustice https://t.co/ZtbllBcs8b",human
2893,"Never forget vaccine Nazis. Howard Stern, Arnold Schwarzenegger, and.",human
2894,"Wife is on the phone with Verizon Fios trying to cut our plan down and I just realized what a hellscape it is trying to cord cut as a racing fan.

Peacocks a great deal as an #IndyCar and #IMSA fan but I get the feeling I wont be seeing much #NASCAR or #F1 next year.",human
2895,"Kick started Day 2 promotions of GINNA from #ChaitanyaEngCollege Visakhapatnam 
Thank you for ur love &amp; response  @iVishnuManchu @starlingpayal @SunnyLeone @vennelakishore 
#GinnaOn21stOct https://t.co/3wFNBUuM8B",human
2896,Mr. Dennis Trillo  #MCITodosLosSantos,human
2897,STAND DOWN per rientro Crew-4.,human
